90.4,86.8,83.2,90.8,88.2
90.0,84.8,84.0,88.8,87.9
90.4,84.0,85.6,89.2,88.1
90.0,80.4,82.0,91.6,88.1
88.8,85.2,84.0,90.0,87.8
90.0,83.6,84.4,88.0,87.8
89.2,86.0,84.4,88.4,87.8
88.8,82.4,84.4,91.2,87.9
89.2,81.6,82.8,90.0,86.6
91.2,85.2,81.2,88.8,86.9
90.0,82.8,85.6,89.6,87.5
90.4,84.4,84.0,90.0,87.4
89.6,85.6,83.2,88.8,88.5
89.2,86.4,85.2,90.8,88.1
91.2,85.2,85.2,91.6,87.9
89.2,85.6,86.8,90.8,87.6
90.0,85.6,83.6,91.6,87.8
89.6,85.2,83.6,91.2,88.2
90.0,84.4,84.8,89.6,88.6
90.4,84.0,85.2,90.8,87.9
90.4,84.8,83.2,90.4,87.6
90.0,83.6,85.6,89.2,88.2
90.0,83.6,84.8,91.6,88.1
88.8,85.2,85.2,90.8,88.1
90.0,84.8,86.4,91.2,87.9
90.4,85.6,85.6,90.8,88.7
88.4,85.2,86.8,89.6,87.9
91.2,85.6,84.4,90.0,87.9
89.6,85.2,84.8,91.2,88.0
90.8,86.4,83.2,93.2,88.0
