86.0,83.6,80.4,87.6,84.2
85.2,84.4,80.4,86.8,84.4
84.4,82.8,79.6,86.4,84.7
84.0,82.8,82.4,86.8,85.1
85.2,84.4,81.6,88.4,85.0
87.2,84.4,82.8,86.8,84.9
85.6,84.0,82.4,88.0,84.3
87.2,84.0,82.0,87.2,85.3
87.2,82.8,82.0,87.6,84.8
87.6,82.8,82.4,87.6,84.2
87.6,84.8,80.0,88.0,84.7
82.0,83.6,81.2,86.4,84.4
86.8,82.4,80.8,87.2,84.2
85.6,83.2,81.2,87.2,83.6
87.2,82.0,81.2,85.6,84.0
83.6,82.0,82.4,86.8,84.4
84.0,84.4,80.8,86.0,84.3
85.2,85.2,82.4,85.2,85.1
86.0,84.4,82.4,88.0,84.7
84.4,83.2,80.0,86.4,83.9
86.0,84.4,81.2,88.4,84.6
86.0,82.8,82.4,86.0,84.3
86.4,83.2,81.2,86.0,84.5
84.0,82.4,78.8,86.0,83.9
86.0,83.2,82.4,85.2,83.9
85.6,84.0,81.2,86.4,83.9
87.2,84.0,82.8,86.0,85.1
86.8,82.0,79.2,87.6,83.7
84.8,83.2,81.6,87.2,84.6
84.8,84.0,80.8,86.0,84.1
