84.4,82.8,80.0,86.0,84.7
85.2,84.4,78.8,86.8,84.3
84.4,82.0,81.2,86.0,84.4
85.6,82.8,80.8,86.8,84.9
84.0,83.2,79.6,87.2,84.2
84.8,83.2,80.4,86.4,84.8
86.0,84.0,80.4,86.0,84.8
84.0,82.8,79.2,86.8,83.9
82.8,83.6,79.2,85.2,84.6
83.6,82.8,80.0,86.0,84.4
84.0,82.8,78.8,86.8,84.2
85.2,82.8,79.6,87.2,84.7
85.2,84.4,80.0,86.8,84.8
85.6,82.0,80.8,87.6,84.6
86.4,83.2,81.2,85.6,84.5
84.4,83.2,78.8,87.2,84.2
85.2,83.2,80.8,86.4,84.8
84.8,82.4,80.4,86.4,84.6
84.8,83.2,81.2,86.8,84.8
85.6,83.2,78.8,86.8,84.6
85.6,82.8,81.6,86.4,84.5
84.0,82.8,80.8,86.0,84.8
84.8,82.4,81.2,87.2,84.4
83.6,84.0,80.8,86.4,84.8
83.6,83.2,81.6,86.0,85.0
82.0,81.6,80.8,87.2,84.8
85.2,83.2,82.0,86.0,85.1
84.0,82.8,80.0,86.4,84.7
84.4,82.8,81.2,86.4,84.8
83.6,81.6,82.0,86.8,84.3
84.0,82.4,80.4,85.6,84.7
83.6,83.2,80.4,86.4,84.6
83.6,82.8,80.8,87.2,84.7
83.2,82.8,81.2,86.8,84.6
84.8,83.2,80.4,86.4,84.3
84.8,82.4,82.0,86.4,85.2
85.2,82.4,80.4,86.0,84.5
85.6,82.8,81.6,87.2,84.3
85.2,83.2,78.4,87.2,84.1
85.2,83.2,80.0,86.4,84.2
