83.6,83.6,82.0,86.0,84.7
84.8,82.4,80.4,84.4,84.1
82.4,81.6,77.2,86.0,83.8
83.6,84.0,80.0,87.2,84.6
84.4,83.2,79.2,87.6,84.7
84.4,84.4,80.8,87.6,84.3
83.6,82.4,78.0,86.8,83.2
85.2,84.8,80.4,87.6,84.5
85.2,83.2,80.4,85.6,84.2
86.8,84.0,79.2,86.8,84.2
84.0,82.8,79.2,88.0,84.6
85.2,84.8,80.4,86.0,84.3
84.8,82.8,80.4,85.2,83.8
85.6,81.6,80.0,88.0,84.7
85.2,80.4,80.0,87.6,84.1
85.6,82.4,78.8,86.0,84.3
83.2,84.0,81.2,84.4,84.0
84.8,81.2,77.6,86.4,84.3
82.4,83.6,82.8,86.4,84.6
84.4,82.8,80.8,86.0,84.2
85.2,84.4,81.6,86.4,84.1
84.4,84.0,81.6,86.0,84.4
85.6,84.0,80.8,86.4,84.2
84.0,81.6,78.0,86.8,83.6
85.6,82.8,80.0,87.2,84.3
85.2,82.8,79.6,86.8,84.6
85.6,82.8,80.8,87.2,84.4
83.2,83.2,79.6,86.4,84.4
84.4,84.0,81.6,84.4,83.8
84.4,82.4,78.0,88.0,84.2
85.2,82.0,80.4,87.2,84.2
84.8,84.4,80.8,86.4,83.8
86.0,82.8,80.4,86.0,84.7
84.8,82.8,80.8,85.6,84.0
84.8,82.4,80.0,86.8,84.5
85.6,85.2,79.6,86.8,84.5
84.4,83.2,81.6,86.8,84.5
84.0,83.2,78.8,88.0,84.2
84.4,83.2,82.0,86.0,84.0
86.0,83.2,81.6,86.0,84.4
82.4,83.6,80.8,87.6,84.5
82.4,83.6,80.8,86.0,84.8
84.8,83.2,78.4,86.4,83.8
84.8,84.4,79.6,87.2,84.6
83.6,83.6,81.2,85.2,84.8
83.6,84.0,80.0,86.8,84.0
84.0,82.8,78.8,88.8,83.9
85.6,83.6,81.2,85.6,84.3
87.2,80.4,81.6,86.8,84.1
87.2,80.0,82.4,85.2,84.4
