84.4,83.2,80.8,86.8,84.2
85.2,84.4,82.4,87.6,84.3
85.6,83.2,80.8,86.4,83.9
85.6,82.0,82.4,88.0,84.7
86.8,85.2,80.8,86.0,84.5
85.6,84.0,82.4,85.2,84.1
86.4,82.8,81.2,86.4,84.3
84.4,84.4,81.6,86.0,84.3
82.4,84.0,81.6,87.2,84.5
88.0,84.4,82.0,87.2,84.7
86.4,83.6,81.2,86.4,84.3
85.2,84.4,81.2,86.0,84.4
84.8,84.4,82.0,86.8,85.1
87.6,82.4,80.0,86.4,84.1
84.0,84.0,80.0,88.0,84.2
86.0,82.8,82.4,86.4,83.7
87.6,82.8,81.2,86.4,83.8
86.0,83.6,82.0,88.0,84.6
84.4,83.6,79.2,86.0,84.4
84.0,83.6,80.0,88.0,84.7
84.0,84.8,80.0,86.8,84.1
85.6,83.2,80.4,85.6,84.4
84.8,83.2,83.2,87.2,84.1
85.6,83.2,82.0,86.8,84.4
84.4,84.8,81.6,86.4,84.2
85.2,84.0,82.0,86.0,84.2
87.6,84.0,80.4,86.8,84.2
85.6,84.4,82.0,86.8,85.0
84.0,83.2,81.2,86.8,83.5
85.2,83.6,81.2,87.6,84.7
