84.8,81.6,81.2,87.2,84.1
86.0,82.0,79.2,88.0,83.8
84.8,82.0,80.0,84.4,84.1
81.2,84.0,78.4,86.4,83.8
86.0,82.0,80.4,86.8,83.5
89.2,82.4,81.2,85.2,84.7
84.0,84.0,81.6,85.2,84.5
89.2,82.4,81.2,85.2,84.7
85.2,84.0,80.4,86.0,84.8
83.6,84.4,81.6,86.8,84.4
84.0,83.2,79.6,87.2,84.5
84.8,81.6,81.2,87.2,84.1
85.2,84.0,80.4,86.0,84.8
84.8,81.2,79.2,86.4,83.8
86.4,83.6,80.8,87.2,84.5
88.0,83.2,80.4,87.2,83.9
86.4,85.2,82.0,83.6,84.2
86.8,83.6,81.2,87.2,83.7
86.0,82.8,80.0,88.4,84.9
86.0,82.0,79.2,88.0,83.8
84.4,82.4,81.6,86.0,83.9
84.4,82.4,81.6,86.0,83.9
85.2,84.0,80.4,86.0,84.8
84.8,82.0,80.0,84.4,84.1
86.0,82.0,80.4,86.8,83.5
84.8,81.2,79.2,86.4,83.8
86.4,83.6,80.8,87.2,84.5
86.0,82.0,80.4,86.8,83.5
86.4,85.2,82.0,83.6,84.2
84.0,83.2,79.6,87.2,84.5
86.0,82.0,79.2,88.0,83.8
86.0,83.2,82.4,87.6,84.3
88.0,82.4,82.0,86.4,84.7
84.8,82.8,81.6,86.4,84.4
86.0,84.8,81.6,86.0,83.5
89.2,82.4,81.2,85.2,84.7
86.4,83.6,80.8,87.2,84.5
86.4,82.0,81.2,84.0,83.3
85.2,84.0,80.4,86.0,84.8
84.8,81.6,81.2,87.2,84.1
86.0,82.8,80.0,88.4,84.9
86.0,82.8,80.0,88.4,84.9
84.0,84.0,81.6,85.2,84.5
81.2,84.0,78.4,86.4,83.8
85.6,83.2,80.0,85.6,84.4
81.2,84.0,78.4,86.4,83.8
86.4,82.0,81.2,84.0,83.3
85.2,84.0,80.4,86.0,84.8
85.6,83.2,80.0,87.6,84.2
85.6,83.2,80.0,87.6,84.2
